,MA,MA,MA,MA,MA,PYPL,PYPL,PYPL,PYPL,PYPL,SQ,SQ,SQ,SQ,SQ,V,V,V,V,V
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,
2020-12-31 00:00:00-05:00,355.03,359.41,353.25,356.3,2141641,232.0,234.69,229.69,234.31,3907538,217.71,219.45,214.42,217.71,6169676,218.4,219.82,216.2,218.53,4561638
2021-01-04 00:00:00-05:00,358.0,358.125,347.361,351.87,4043683,237.8,237.9969,227.5348,231.92,6781195,222.495,225.98,216.0,221.1,9415313,220.25,220.25,214.24,217.83,7164044
2021-01-05 00:00:00-05:00,348.8,353.0,345.4371,347.59,2457336,230.47,235.64,229.8,234.84,3747047,219.42,230.34,219.0,229.75,9297608,216.31,218.46,213.64,214.54,5782628
2021-01-06 00:00:00-05:00,350.42,354.03,344.56,347.56,3318677,228.94,232.49,225.7021,226.92,7834098,223.41,233.5,223.161,227.02,11325248,213.8,216.17,212.07,212.68,6096789
2021-01-07 00:00:00-05:00,348.95,352.37,348.38,349.86,2476841,229.46,235.6,229.22,235.04,6042808,232.52,240.4,231.5,239.59,9781921,212.2,215.22,212.2,213.69,5769597
2021-01-08 00:00:00-05:00,351.36,354.98,349.49,353.62,2089848,237.43,242.91,236.0687,242.52,5998289,244.35,246.49,237.18,241.48,8784175,214.17,216.12,212.75,215.38,4868030
2021-01-11 00:00:00-05:00,352.11,353.42,347.79,348.2,1859158,238.04,240.84,234.09,237.54,4162127,231.61,232.74,225.3,225.5,13341348,213.96,214.86,212.48,212.93,4188251
2021-01-12 00:00:00-05:00,347.08,348.0,336.03,342.91,8660701,237.62,238.8,233.83,237.63,3677466,228.51,229.3299,223.72,227.47,15461736,212.34,212.79,207.47,208.82,15320121
2021-01-13 00:00:00-05:00,349.61,349.7593,344.23,346.34,6920224,236.57,247.44,236.54,244.9,6419870,228.95,234.8213,226.8,230.94,14553101,209.41,211.0,208.63,209.35,11087642
2021-01-14 00:00:00-05:00,348.69,349.58,326.69,327.16,7177721,246.87,249.85,241.54,242.01,5757075,233.9,238.76,229.59,232.71,6502923,210.57,211.21,201.73,201.91,10866007
2021-01-15 00:00:00-05:00,327.54,329.69,321.88,323.2408,7310597,242.25,244.5632,235.0341,239.79,6600442,233.63,236.43,225.58,227.65,6344926,201.54,203.26,200.425,201.53,7692832
2021-01-19 00:00:00-05:00,326.99,329.13,324.66,326.11,3649107,243.3,248.74,241.0,247.24,5690793,231.07,231.59,223.25,227.25,6347656,203.05,204.165,200.07,201.6,8610151
2021-01-20 00:00:00-05:00,329.99,337.93,329.13,334.88,4364059,248.85,249.65,244.14,244.19,5068278,230.12,230.88,225.5,226.65,5379761,203.03,207.19,202.23,205.97,9406642
2021-01-21 00:00:00-05:00,334.41,336.86,331.75,334.4,3241418,246.67,250.37,243.58,248.64,8671933,227.0,227.5,218.2001,219.62,10111147,206.05,207.1727,204.75,205.21,5835566
2021-01-22 00:00:00-05:00,330.39,335.15,328.91,328.91,3303497,246.65,254.39,246.2,252.21,7103094,219.0,222.91,217.71,222.88,6543001,203.99,205.33,201.8,201.82,6319708
2021-01-25 00:00:00-05:00,327.51,329.95,317.2301,329.32,5873859,253.8,254.39,242.22,247.75,7431131,225.0,225.94,209.75,216.63,10477966,200.34,201.64,195.75,200.97,13763859
2021-01-26 00:00:00-05:00,330.0,330.54,325.82,327.48,3309900,246.9,248.76,240.03,241.06,7109204,217.09,219.0,208.71,209.49,8899907,201.76,203.49,200.9701,201.96,8263676
2021-01-27 00:00:00-05:00,320.36,323.0,313.12,316.61,6828647,234.7,235.4,225.0,229.93,10692924,204.01,209.3503,197.7,202.3,10249410,197.64,199.7,193.96,195.3,11679130
2021-01-28 00:00:00-05:00,327.09,329.0,321.975,324.42,6336845,235.0,241.555,232.21,237.81,7141701,208.72,222.58,206.56,219.91,11771779,200.0,202.0,198.17,198.5,9960089
2021-01-29 00:00:00-05:00,323.8,325.68,314.14,316.51,5403646,238.65,240.87,232.66,234.455,8302249,224.97,225.9,213.45,215.92,6728517,197.82,203.05,192.81,193.32,15049034
2021-02-01 00:00:00-05:00,320.91,323.52,317.58,321.56,4513690,238.37,244.14,235.4,241.76,6408491,215.81,223.01,213.44,221.94,7628303,195.14,199.21,195.02,198.36,11330253
2021-02-02 00:00:00-05:00,323.45,336.16,323.45,334.37,5005055,243.61,250.19,240.53,249.2,6260642,225.19,230.2199,221.99,227.63,6167404,200.85,204.35,200.0,202.54,10485113
2021-02-03 00:00:00-05:00,333.84,336.0,331.07,332.89,3025851,253.96,254.315,247.39,251.9,10063326,228.5,234.57,221.88,227.76,4326056,203.07,203.51,200.98,201.38,9081514
2021-02-04 00:00:00-05:00,335.37,343.25,335.06,340.98,3517193,265.34,274.94,260.85,270.625,22548571,233.53,239.31,231.07,237.795,8062732,203.24,209.68,203.1,209.29,11248441
2021-02-05 00:00:00-05:00,342.52,344.33,337.39,338.75,2681087,268.61,270.0,264.71,269.44,6844004,238.0,240.57,235.27,240.38,4710459,209.98,210.13,208.66,208.78,8972375
2021-02-08 00:00:00-05:00,340.0,341.49,335.53,337.03,2412810,276.88,282.6989,274.6235,282.38,8766130,245.08,264.2669,244.0,259.82,16710846,210.0,210.65,205.91,206.87,7772410
2021-02-09 00:00:00-05:00,335.95,336.22,330.0,333.55,2805013,280.38,286.89,276.51,284.2,7538319,256.58,262.57,250.55,258.13,9805175,205.76,207.63,203.7,206.52,6721543
2021-02-10 00:00:00-05:00,335.0,335.47,332.25,334.32,3942266,285.1,286.08,278.401,283.18,8328944,259.77,263.15,252.75,257.47,8006509,207.97,207.97,205.94,206.44,7915252
2021-02-11 00:00:00-05:00,345.5,349.59,340.25,343.06,4854885,287.33,302.1,281.6,284.91,20288517,262.0,269.6651,258.5,265.87,9856880,207.33,211.59,207.19,210.74,7579637
2021-02-12 00:00:00-05:00,341.33,343.12,336.7,340.82,2697917,292.64,299.34,289.32,298.4,11090454,265.15,273.84,262.5312,272.7501,6590846,209.36,211.13,207.68,209.95,6177339
2021-02-16 00:00:00-05:00,343.2,344.0,338.07,341.17,2534497,306.4,309.14,298.18,304.79,12525685,277.12,283.1898,272.3201,276.02,9044074,210.66,211.05,207.35,207.75,6366769
2021-02-17 00:00:00-05:00,339.04,340.3822,335.84,337.18,2120873,297.63,301.5,290.56,297.21,9058347,274.37,274.47,260.76,271.09,10708030,205.26,208.28,205.0627,207.52,6571344
2021-02-18 00:00:00-05:00,334.49,339.95,332.835,338.4,1947428,291.13,292.97,285.03,290.81,8405441,265.49,272.79,261.8525,270.85,7057492,205.88,209.7,204.96,209.41,5016948
2021-02-19 00:00:00-05:00,338.44,338.995,331.0,333.07,3555648,292.12,293.94,285.46,286.91,8187719,275.12,280.9391,273.59,276.57,7010913,209.34,209.53,203.76,204.92,11753046
2021-02-22 00:00:00-05:00,330.0,344.12,328.77,340.59,3972154,281.42,285.0,273.29,273.82,11945415,271.85,278.1,266.36,268.28,9277023,203.55,210.65,203.11,208.35,7143924
2021-02-23 00:00:00-05:00,340.65,354.28,338.41,350.11,5956892,259.69,267.25,252.56,265.0,19353917,247.55,261.3,232.5,256.62,16979270,207.4,213.91,206.55,212.14,8954752
2021-02-24 00:00:00-05:00,352.87,368.79,350.57,367.14,6843284,266.105,268.6662,259.1001,266.05,9699987,243.11,246.0,230.68,237.31,25580214,212.36,220.53,211.2888,219.45,11137494
2021-02-25 00:00:00-05:00,364.56,367.32,352.21,354.37,4601037,262.76,266.0,251.42,253.76,12076920,244.87,245.84,223.66,226.78,15294833,219.29,220.445,212.58,213.81,8659168
2021-02-26 00:00:00-05:00,357.08,359.39,347.12,354.12,3228527,257.45,261.86,253.1142,259.88,9238871,226.32,232.78,217.4,230.2,13886312,214.05,215.21,210.74,212.4,6621381
2021-03-01 00:00:00-05:00,360.68,366.4459,359.18,362.61,3960327,268.895,274.54,265.72,273.65,9443152,238.11,241.7194,232.1001,241.0,8223285,214.97,217.8,214.79,216.66,5904911
2021-03-02 00:00:00-05:00,362.0,366.61,359.34,362.51,3156863,275.96,277.5,268.91,269.2,7410248,251.9,258.4899,246.47,252.15,16780734,216.96,217.93,214.82,215.83,4492236
2021-03-03 00:00:00-05:00,360.0,365.43,355.45,359.97,3318715,265.02,267.6599,253.25,255.03,10032836,249.0,250.95,232.0064,233.96,11805493,215.15,217.19,212.86,214.9,5631346
2021-03-04 00:00:00-05:00,360.1,361.63,344.676,349.52,4136799,251.76,254.8,232.27,239.03,17742768,228.76,232.63,210.0,218.39,18222743,215.97,217.02,208.67,211.64,8732169
2021-03-05 00:00:00-05:00,354.92,361.785,346.415,360.88,4154955,243.12,243.748,223.09,239.05,15737279,221.27,222.01,191.36,216.4399,24302104,213.73,216.1,209.63,215.41,6294401
2021-03-08 00:00:00-05:00,362.4,382.46,361.79,371.52,6667350,239.0,241.33,225.65,226.09,12386281,217.71,221.63,201.0,201.8688,13074163,216.98,226.13,215.81,220.21,11433999
2021-03-09 00:00:00-05:00,375.0,387.32,372.7229,376.14,4755338,240.98,244.44,236.04,241.77,10269713,215.37,226.49,211.5,225.01,13603081,222.06,225.0,220.19,220.2,8032893
2021-03-10 00:00:00-05:00,376.6,384.0,373.0,381.75,4286091,249.31,249.96,241.27,242.07,8704524,231.61,237.92,223.205,226.8,11978612,220.72,224.185,219.4,223.17,7250456
2021-03-11 00:00:00-05:00,385.5,389.5,382.6,384.38,3381945,247.12,254.92,246.53,253.82,8312393,234.97,243.49,231.01,241.67,11261345,224.53,228.2298,223.81,226.15,7726677
2021-03-12 00:00:00-05:00,381.14,383.9332,379.235,382.91,2250269,249.49,251.548,244.3026,250.35,6600366,232.0,242.22,230.05,242.1,8589232,225.28,226.54,223.4201,224.35,4743776
2021-03-15 00:00:00-04:00,383.31,387.86,378.64,381.76,3052473,251.4182,252.0,246.79,250.06,5809006,243.52,251.26,239.6171,251.17,8137950,224.23,227.085,221.7407,223.26,4987196
2021-03-16 00:00:00-04:00,382.7,385.28,378.685,382.37,2793849,253.42,254.78,247.55,249.41,6809689,252.26,252.5,238.67,243.36,7219995,223.71,225.58,222.295,224.65,5115778
2021-03-17 00:00:00-04:00,381.85,385.1,375.87,378.68,2532874,245.84,254.4611,242.9,251.595,4931119,235.0,248.68,232.75,246.41,8395600,225.05,226.24,221.76,223.0,4903523
2021-03-18 00:00:00-04:00,375.03,375.475,365.04,367.19,6340727,246.46,247.27,237.8,238.35,8497679,242.8,243.4,222.56,224.27,11969761,221.43,222.52,219.58,220.66,6087595
2021-03-19 00:00:00-04:00,364.8,366.28,350.1401,355.3,9361473,239.63,243.15,237.13,241.09,8047084,227.19,229.4,219.52,224.84,10301386,219.12,220.1689,206.88,206.88,24446550
2021-03-22 00:00:00-04:00,355.94,361.65,354.0,358.41,3044323,242.03,246.95,240.85,244.41,4463592,225.24,230.18,221.74,226.12,6095000,206.55,212.29,206.23,207.99,10040610
2021-03-23 00:00:00-04:00,357.73,359.3,353.5106,355.47,3156397,245.55,246.84,242.25,243.77,4034311,226.72,228.38,221.49,223.08,5185812,209.05,209.96,207.5,208.29,6682508
2021-03-24 00:00:00-04:00,357.3,364.99,356.0,359.65,3068905,244.83,244.97,233.76,234.23,5287731,224.44,225.9,212.155,213.52,8705938,209.32,211.14,207.93,208.024,7041963
2021-03-25 00:00:00-04:00,358.01,359.47,354.15,358.43,2321436,232.63,235.34,227.52,234.24,7939380,204.45,211.96,202.1,208.45,12379206,208.03,208.82,205.78,208.04,5353038
2021-03-26 00:00:00-04:00,359.93,366.61,357.26,366.08,2084957,233.67,241.31,232.3,241.19,6520923,209.32,216.79,203.96,213.61,8023825,208.25,213.7,207.7,213.4,5555581
2021-03-29 00:00:00-04:00,364.24,365.35,358.61,362.6,2846676,241.4,243.2,233.61,235.82,6629510,212.16,214.39,202.93,207.17,9034714,213.18,215.29,211.12,214.52,5037176
2021-03-30 00:00:00-04:00,360.78,364.57,357.1,357.85,2183386,236.88,238.36,232.6301,236.58,5216291,204.88,214.3,202.83,212.62,9312014,213.83,214.15,211.41,211.66,4294118
2021-03-31 00:00:00-04:00,359.36,361.5,355.78,356.41,3268064,238.07,245.23,237.27,242.87,6171577,218.41,232.76,218.41,227.11,13684223,212.55,214.11,211.545,212.25,6668730
2021-04-01 00:00:00-04:00,357.04,363.4,355.24,363.29,3356351,248.04,252.6492,246.04,247.54,6076858,231.63,236.46,227.57,229.51,8745920,213.73,217.74,212.3,216.89,5451197
2021-04-05 00:00:00-04:00,366.8,370.52,364.34,368.28,1890333,250.97,251.76,245.7,251.02,4675572,231.87,233.32,224.1,229.8601,6798709,218.6,220.51,217.3088,219.11,4944025
2021-04-06 00:00:00-04:00,364.79,370.75,362.5,369.57,2366695,251.91,255.0,249.5,253.16,4869969,230.1,238.5,228.0801,236.58,8376531,218.08,219.4,215.34,218.695,4458610
2021-04-07 00:00:00-04:00,367.57,373.96,369.0,371.12,2240935,253.41,259.22,251.07,255.6,6523163,237.51,249.9,236.0,245.0,16497360,218.61,221.04,218.64,219.27,4342144
2021-04-08 00:00:00-04:00,373.0,379.31,372.75,377.88,2937276,260.46,265.0,258.17,264.65,7953413,248.77,258.59,248.82,258.32,15041863,219.98,222.82,218.11,220.79,7474271
2021-04-09 00:00:00-04:00,376.08,380.35,374.44,379.93,2071995,263.35,266.94,261.38,266.78,5679715,255.63,265.3,253.68,261.65,14318285,221.14,222.6,219.51,222.53,4361953
2021-04-12 00:00:00-04:00,377.97,380.94,376.18,379.65,2068974,265.79,270.33,262.59,269.03,5869928,258.19,266.96,255.85,265.2,8732038,220.24,221.91,219.22,221.56,4438985
2021-04-13 00:00:00-04:00,379.06,380.1,376.8001,378.15,2175153,271.04,276.87,271.0,275.44,6331680,266.87,275.45,266.9,273.2,9920338,220.85,221.615,220.22,220.96,3763080
2021-04-14 00:00:00-04:00,377.0,380.95,375.6044,378.37,1955962,275.68,277.86,266.2,267.35,7445136,274.19,278.13,256.575,258.395,12015848,221.03,223.1,220.07,222.05,4137175
2021-04-15 00:00:00-04:00,381.0,387.37,380.97,386.51,2360968,271.12,276.12,270.16,274.04,6503450,263.2,268.4142,260.74,263.145,8581854,223.89,227.6257,223.855,226.36,7768828
2021-04-16 00:00:00-04:00,389.0,389.1,383.67,386.09,2073151,273.16,274.15,268.59,269.85,4774802,263.0,263.44,254.669,256.11,8205738,227.17,227.8,225.76,226.49,5029541
2021-04-19 00:00:00-04:00,384.9,387.743,381.32,382.37,2484829,267.2,268.5,263.9,268.05,4521243,250.22,253.3,242.58,245.14,9004925,226.15,227.58,225.08,225.95,3631658
2021-04-20 00:00:00-04:00,379.97,381.31,373.56,376.66,2796523,269.88,272.58,262.24,264.43,5265645,248.06,253.0,243.68,245.575,12151286,224.78,225.38,221.82,223.36,4662677
2021-04-21 00:00:00-04:00,378.59,384.1,376.67,383.15,2130924,260.18,266.0,259.27,264.86,3970864,243.11,251.4817,240.3401,245.43,9613070,223.31,227.87,222.865,227.35,4812779
2021-04-22 00:00:00-04:00,383.08,389.5,381.99,383.51,2875940,265.13,268.16,259.4,262.27,5115550,246.09,255.805,242.71,245.12,12377522,227.3,230.9348,226.89,227.58,5434687
2021-04-23 00:00:00-04:00,384.35,389.88,383.46,386.96,1811862,261.0,267.79,260.9,266.03,4696253,243.18,247.5703,240.3401,246.4,8081994,228.61,231.82,227.71,230.0,4247103
2021-04-26 00:00:00-04:00,387.83,392.94,387.1,387.37,1809590,266.65,271.75,265.92,271.72,4306027,248.15,256.97,246.3,255.71,8103022,231.37,232.95,229.52,230.43,4038903
2021-04-27 00:00:00-04:00,388.22,390.43,386.14,388.79,1874136,272.13,273.82,268.03,268.81,3756139,256.96,260.81,253.4,253.91,5987726,231.03,231.16,228.985,229.55,5323783
2021-04-28 00:00:00-04:00,391.13,401.5,390.7,395.66,3604478,268.75,275.25,267.17,271.25,4934498,253.03,258.97,249.4,254.22,5779504,230.8,236.27,230.6748,233.52,8064819
2021-04-29 00:00:00-04:00,391.5,392.39,383.805,388.58,3984337,273.35,273.87,263.53,267.85,4838371,257.28,259.88,245.01,247.76,6312528,235.23,237.5,233.15,236.86,5540255
2021-04-30 00:00:00-04:00,382.86,385.0,375.61,382.15,3336809,265.0,266.1499,261.6,262.42,5173954,244.15,249.9599,243.39,245.0,4893364,235.32,235.93,232.29,233.81,4752101
2021-05-03 00:00:00-04:00,385.47,386.865,376.85,379.5,2999096,265.15,265.8,256.18,259.09,6781362,246.6,249.4194,241.79,243.52,4829050,234.0,235.74,231.385,232.72,4464138
2021-05-04 00:00:00-04:00,377.07,378.21,371.58,376.15,2991279,255.67,256.8,246.6501,250.16,7584702,239.03,240.19,228.6191,231.18,8799750,232.27,232.3926,230.23,232.22,4945530
2021-05-05 00:00:00-04:00,377.93,379.64,368.03,369.36,2449447,254.6,254.93,246.245,247.54,7066790,237.22,240.2,229.8,231.76,6251975,233.85,233.85,228.66,229.3,5681674
2021-05-06 00:00:00-04:00,371.14,375.73,365.7,375.48,3002099,255.89,256.3094,245.11,252.05,16869746,235.21,235.36,216.7,224.03,12777276,229.63,231.58,228.66,231.25,4382948
2021-05-07 00:00:00-04:00,377.26,378.64,373.56,375.4,2698350,255.48,258.64,251.64,253.32,9416110,240.08,241.6994,231.1793,233.08,13942508,232.19,233.22,230.705,232.17,3935652
2021-05-10 00:00:00-04:00,375.79,376.0,365.41,366.42,2860067,252.0,252.41,243.45,243.77,7905725,230.38,230.0,216.01,216.43,12589610,231.6,232.0,225.16,225.97,7411373
2021-05-11 00:00:00-04:00,361.77,368.93,359.27,367.97,2830988,234.89,250.5553,233.61,248.62,8555769,206.04,221.78,205.69,220.65,12939809,223.74,226.42,222.0353,225.56,7002070
2021-05-12 00:00:00-04:00,365.3,365.38,355.64,356.33,2692623,240.62,246.5,238.82,240.0,7566385,215.42,218.76,205.6,206.55,11125261,224.77,225.0,220.31,220.59,6091496
2021-05-13 00:00:00-04:00,359.33,362.84,357.92,360.0,2287840,241.88,245.68,237.8,240.8,6109964,208.29,211.5,192.29,197.24,20502439,221.53,224.9,220.89,223.67,5851394
2021-05-14 00:00:00-04:00,363.03,364.7137,361.4944,363.84,2416886,243.5,247.11,242.27,246.2,5134873,202.47,208.3,198.17,207.85,10306457,225.62,227.51,224.92,226.89,4129569
2021-05-17 00:00:00-04:00,363.49,364.06,358.06,363.3,2126403,245.15,246.24,240.6,244.36,4324659,205.0,205.0,195.55,202.91,11514796,226.3,227.16,225.315,226.45,3516499
2021-05-18 00:00:00-04:00,367.76,369.84,362.88,363.07,2695458,243.69,247.435,242.655,243.21,3852748,201.95,209.73,199.729,203.15,9688073,228.23,229.1799,225.43,225.6,4839868
2021-05-19 00:00:00-04:00,357.33,361.15,355.37,361.11,3140396,235.88,245.34,235.11,244.63,6229793,193.75,200.85,192.21,200.15,15579658,222.76,224.77,221.7941,224.59,5424932
2021-05-20 00:00:00-04:00,362.94,369.41,362.49,367.83,3163165,246.63,252.93,245.35,251.53,6230868,202.32,206.69,202.2,205.0,7825038,225.06,227.6,225.24,226.52,5774369
2021-05-21 00:00:00-04:00,369.16,372.53,367.46,367.85,2325775,253.8008,255.21,250.41,250.74,4873292,207.0,208.9,199.62,200.025,8699661,226.88,229.31,226.5518,226.96,4342755
2021-05-24 00:00:00-04:00,370.5,373.7446,369.64,372.49,2020807,254.0,257.6,252.43,257.17,4508152,202.09,212.8,197.3,210.87,12541216,227.9,230.11,227.63,229.31,3057541
2021-05-25 00:00:00-04:00,373.13,373.75,366.86,367.01,3174067,258.55,260.37,257.2801,258.69,4212747,212.12,219.09,211.77,216.05,13978723,229.9,230.19,228.42,229.08,3802210
2021-05-26 00:00:00-04:00,369.7,369.905,362.05,362.81,2725970,259.58,262.32,259.16,261.38,3661156,218.05,223.83,215.8,222.07,11125427,228.05,229.35,226.38,227.1,3884021
2021-05-27 00:00:00-04:00,364.87,366.395,360.54,361.5,3620119,259.86,260.64,256.28,259.73,4341709,222.38,223.39,217.66,220.9,7454702,227.76,228.42,226.37,226.98,3674307
2021-05-28 00:00:00-04:00,363.5,365.41,360.415,360.91,2856520,261.33,263.15,259.87,260.03,3602304,221.77,225.9,221.65,222.61,6399776,227.59,229.43,227.148,227.44,4367654
2021-06-01 00:00:00-04:00,364.48,365.4,359.54,359.85,2554440,261.05,263.42,256.52,259.39,5200448,223.39,227.065,218.577,221.91,6589267,229.46,230.08,226.28,226.59,4191384
2021-06-02 00:00:00-04:00,363.53,371.17,362.88,366.98,3129468,260.48,264.7799,259.58,262.18,5627770,221.43,224.8799,219.49,220.475,6625797,229.22,233.11,228.78,229.68,6003892
2021-06-03 00:00:00-04:00,363.36,366.69,361.731,361.85,2002364,258.39,260.98,256.15,257.77,4283310,218.57,219.94,211.25,211.4,6747127,228.5,230.39,227.77,228.12,4622308
2021-06-04 00:00:00-04:00,364.31,366.63,363.7,366.02,1693090,259.26,263.46,259.15,263.05,3509929,211.97,218.2808,211.74,213.69,8650870,229.58,230.7,228.73,230.22,4419804
2021-06-07 00:00:00-04:00,367.78,371.35,363.28,363.98,1749324,262.5,262.94,260.19,260.56,3350716,214.66,217.31,211.65,216.94,5511604,232.84,234.68,230.08,231.32,4756083
2021-06-08 00:00:00-04:00,365.0,367.68,363.23,365.46,2103558,261.74,264.55,260.565,263.14,3914120,218.0,221.41,212.21,214.1535,5767958,232.15,232.85,230.16,232.05,3508916
2021-06-09 00:00:00-04:00,366.94,369.32,363.33,363.35,1954840,265.01,268.1994,263.26,263.55,4076545,216.5,217.9459,210.06,210.21,6495227,232.76,234.85,232.12,232.31,3833724
2021-06-10 00:00:00-04:00,365.27,365.64,361.96,364.41,2177173,263.01,269.65,261.69,269.42,5421158,211.7,217.63,209.8,217.12,7090472,232.93,234.26,232.1306,233.95,3579705
2021-06-11 00:00:00-04:00,365.54,366.85,363.8,365.42,2385920,268.97,271.8999,268.4,271.45,3771866,218.1,222.7899,218.0,219.34,6949934,234.5,235.44,233.7079,234.96,3706817
2021-06-14 00:00:00-04:00,366.0,366.63,362.095,366.63,2169137,271.8,274.97,270.6,274.93,4418732,223.1,231.21,221.64,230.95,10702449,234.81,235.22,231.5709,234.07,4346140
2021-06-15 00:00:00-04:00,367.42,368.75,362.74,368.36,2625860,274.73,274.73,270.68,271.89,4477919,231.15,233.21,226.0,227.69,9069955,234.44,234.8,232.62,233.065,4855348
2021-06-16 00:00:00-04:00,369.38,369.38,361.3,363.93,2587808,271.9,275.1603,265.3099,268.82,5902777,226.15,229.12,220.11,225.15,8823763,233.44,234.18,228.0,229.6,6715424
2021-06-17 00:00:00-04:00,363.5,369.15,361.23,367.25,2853934,268.23,279.3718,268.46,278.04,6955545,223.75,237.8399,223.59,236.25,10245259,230.28,233.34,229.21,232.22,4900249
2021-06-18 00:00:00-04:00,362.12,370.375,362.0,367.42,3269023,275.3,286.38,274.86,283.38,12326629,235.03,239.96,233.0,237.17,7653691,229.82,232.18,229.2209,230.43,5817053
2021-06-21 00:00:00-04:00,368.45,376.45,366.2,373.08,2573892,282.2,284.305,276.725,283.17,5910324,234.91,235.66,228.82,233.91,6318344,231.45,235.01,230.4,234.32,4401577
2021-06-22 00:00:00-04:00,374.2,378.76,372.02,378.06,2914355,281.05,287.46,280.22,286.79,5359394,232.3,236.2782,229.8065,235.98,6114526,234.26,236.09,233.24,235.95,4448756
2021-06-23 00:00:00-04:00,378.0,378.7159,374.29,375.14,1672316,286.33,288.55,284.78,288.12,4394739,237.0,243.0,236.86,238.69,8196157,235.76,235.92,233.94,234.67,2638445
2021-06-24 00:00:00-04:00,378.78,380.06,372.9,374.75,2408965,290.34,296.01,289.64,293.21,6414312,244.19,248.9,243.01,244.28,7430601,237.0,238.25,235.41,236.27,3937956
2021-06-25 00:00:00-04:00,375.45,379.65,373.325,379.6,2217076,292.79,292.87,287.8,289.62,4973982,243.08,244.87,237.15,240.24,5971359,236.7,238.48,236.32,237.43,3890475
2021-06-28 00:00:00-04:00,381.17,380.92,365.12,367.71,4492795,290.79,294.26,289.78,293.67,4099427,241.76,247.7298,241.7,246.6,6152223,237.88,238.37,231.86,234.1,5676861
2021-06-29 00:00:00-04:00,370.0,371.39,367.91,368.0,2712053,293.23,295.18,291.53,292.73,3513443,247.8,251.91,246.1407,248.88,5907361,234.76,236.52,234.15,235.86,6305476
2021-06-30 00:00:00-04:00,367.95,370.17,364.27,365.0,2220351,291.8,292.6999,289.51,291.43,3274174,248.08,248.79,243.34,243.74,4654552,235.11,236.4,233.82,233.97,4642170
2021-07-01 00:00:00-04:00,366.05,371.21,365.6,370.71,2688706,290.33,291.9,285.76,289.01,4881511,243.05,245.05,237.8,241.96,5349103,234.2,236.25,234.0499,235.23,4069082
2021-07-02 00:00:00-04:00,372.69,375.49,372.15,375.16,1702447,290.95,292.4299,288.92,290.24,3322376,242.6,245.41,239.36,241.1,4183093,235.94,238.78,235.82,238.63,3011284
2021-07-06 00:00:00-04:00,376.65,378.235,371.5,376.12,2399986,290.21,294.526,289.52,292.71,4331791,241.97,249.37,241.31,246.79,5813926,239.2,240.61,237.21,239.61,4227960
2021-07-07 00:00:00-04:00,376.18,378.15,372.45,374.09,2673041,294.7,299.3087,291.91,297.13,6091845,249.6,254.78,244.31,244.64,6918293,240.02,241.04,238.3,240.27,3569212
2021-07-08 00:00:00-04:00,367.99,370.59,365.65,370.19,2424822,291.63,295.8651,289.46,295.06,5149249,238.72,239.0,230.6,235.84,7193557,236.97,237.065,234.55,236.72,5477342
2021-07-09 00:00:00-04:00,371.85,373.48,369.89,372.99,1941245,296.12,300.83,295.0,300.2,4879251,239.0,241.9599,235.56,241.9,5083201,238.21,239.45,237.421,238.45,3792117
2021-07-12 00:00:00-04:00,375.0,376.07,372.08,375.77,2167901,302.0,303.5,298.56,302.96,4698144,243.6,247.22,241.7805,243.28,4451835,237.21,238.505,237.21,237.87,4250043
2021-07-13 00:00:00-04:00,375.74,386.64,375.55,383.71,4313538,302.19,307.82,298.75,301.255,6624933,243.0,247.49,239.84,241.43,5718275,238.25,242.44,238.25,242.4,5113422
2021-07-14 00:00:00-04:00,384.49,391.63,382.98,390.95,3740109,303.08,304.81,299.3301,300.76,4323292,244.35,246.1899,238.48,238.97,5901205,243.22,246.81,242.82,246.05,7157641
2021-07-15 00:00:00-04:00,390.14,393.3,387.45,390.32,2840527,301.0,301.18,294.14,296.6,4390822,239.53,241.6213,233.11,235.16,6559217,245.51,248.8,245.31,248.61,5601923
2021-07-16 00:00:00-04:00,393.15,393.46,385.33,387.12,1956530,296.8,298.75,294.44,294.6,3740054,238.33,241.77,234.4,237.56,7536490,249.97,250.46,247.52,248.15,5476263
2021-07-19 00:00:00-04:00,378.55,378.6,363.365,365.74,6001276,292.04,295.0693,288.81,294.87,4664009,231.15,234.02,225.28,233.69,6801185,244.01,244.45,238.9,240.57,9676475
2021-07-20 00:00:00-04:00,367.09,376.6,365.27,374.34,3155872,296.0,300.03,291.57,298.07,4435907,234.92,247.69,232.2,246.54,8193985,240.76,244.21,239.51,242.67,6119700
2021-07-21 00:00:00-04:00,375.65,380.9041,375.05,379.96,2034995,296.49,301.83,296.2,301.77,4473044,245.99,258.5,244.8,257.25,8708680,243.29,246.9,242.3,243.68,6447517
2021-07-22 00:00:00-04:00,380.3,382.86,377.05,382.17,3548770,301.99,304.57,301.87,303.69,2962374,256.86,262.5688,256.5,260.6,6318682,243.78,245.3489,243.15,244.22,6361145
2021-07-23 00:00:00-04:00,385.09,394.5,385.09,393.27,3458782,305.74,309.475,304.2,308.47,3435620,262.04,267.77,261.28,264.07,6028892,246.76,250.01,246.76,249.02,5434941
